Peak Date,Track,With,Streams,Artist
20191004,Det Go'e,,"219,040",Suspekt
20191227,Cassie,Xander,"216,034",Suspekt
20151120,Danmark (Suspekt & Folkeklubben),Folkeklubben,"190,378",Suspekt
20170217,Linen Ud,Benal,"171,668",Suspekt
20170217,Ling’s Sang,Fribytterdrømme,"158,339",Suspekt
20170217,Ling’s Sang,Simon Jul,"158,339",Suspekt
20170217,Ingen Slukker 1 Star,,"108,967",Suspekt
20170217,Kriminel,,"107,453",Suspekt
20170217,23 kroner / Solfar,,"90,497",Suspekt
20170217,Langt Væk Fra Vestegnen,,"90,290",Suspekt
20170217,Pilgrim,,"76,416",Suspekt
20190816,Gonzo,HEDEGAARD,"9,845",Suspekt
20150228,Freaks - Radio Edit,Timmy Trumpet,"29,905,691",Savage
20140223,Swing - Joel Fletcher Remix,Joel Fletcher,"348,966",Savage
20171201,Deja-Vu,Timmy Trumpet,"8,320",Savage
20150630,100,Drake,"18,030,530",The Game
20160930,All Eyez,Jeremih,"5,842,631",The Game
20181123,NURMAGOMEDOW,Farid Bang,"2,526,536",The Game
20190809,Immortal,Trippie Redd,"1,740,145",The Game
20151009,On Me,Kendrick Lamar,"903,312",The Game
20150428,Ryda,DeJ Loaf,"435,394",The Game
20140518,Rolex Daytona,Kollegah,"304,617",The Game
20151009,Don't Trip,Ice Cube,"214,683",The Game
20151009,Don't Trip,Dr. Dre,"214,683",The Game
20151009,Don't Trip,will.i.am,"214,683",The Game
20151009,Step Up,DeJ Loaf,"95,065",The Game
20151009,Step Up,ShaSha,"95,065",The Game
20160922,How We Do,50 Cent,"35,026",The Game
20191030,Pharaohs,Dom Kennedy,"34,904",The Game
20191030,Pharaohs,Jay 305,"34,904",The Game
20160824,All Eyez feat. Jeremih,Jeremih,"12,648",The Game
20151026,The Game & Skrillex: El Chapo,Skrillex,"6,436",The Game
20151211,Room in Here,Anderson .Paak,"2,269",The Game
20151211,Room in Here,Sonyae Elise,"2,269",The Game
20180629,After Dark,Drake,"30,156,726",Static Major
20180629,After Dark,Ty Dolla $ign,"30,156,726",Static Major
20181130,Mauvais,Ninho,"15,327,207",GLK
20200117,93% [Tijuana],Landy,"6,750,699",GLK
20200117,93% [Tijuana],DA Uzi,"6,750,699",GLK
20200117,93% [Tijuana],Hornet La Frappe,"6,750,699",GLK
20181130,Chargé,Koba LaD,"4,742,586",GLK
20181130,Chargé,RK,"4,742,586",GLK
20170512,Le cercle,Sofiane,"1,086,157",GLK
20170512,Le cercle,Hornet La Frappe,"1,086,157",GLK
20170512,Le cercle,YL,"1,086,157",GLK
20181005,Maman veut pas,Q.E Favelas,"951,730",GLK
20181005,Maman veut pas,Sadek,"951,730",GLK
20190829,Avant,RK,"510,669",GLK
20181130,Bang,,"229,575",GLK
20170127,Mortal Kombat,Sofiane,"159,356",GLK
20170127,Mortal Kombat,Graya,"159,356",GLK
20170127,Mortal Kombat,Ninho,"159,356",GLK
20170127,Mortal Kombat,Riane,"159,356",GLK
20170127,Mortal Kombat,The S,"159,356",GLK
20151127,Passe à la caisse,Gradur,"65,926",GLK
20160415,Might Not,The Weeknd,"16,987,752",Belly
20190401,Double Up,Nipsey Hussle,"3,846,020",Belly
20190401,Double Up,Dom Kennedy,"3,846,020",Belly
20180525,What You Want,The Weeknd,"3,436,997",Belly
20180406,Maintain,NAV,"2,542,741",Belly
20161209,Ballerina,,"1,086,728",Belly
20181012,Immigrant,Meek Mill,"565,357",Belly
20181012,Immigrant,M.I.A.,"565,357",Belly
20180323,4 Days,YG,"371,543",Belly
20161117,Consuela,Young Thug,"187,867",Belly
20161117,Consuela,Zack,"187,867",Belly
20171228,No Limit REMIX,G-Eazy,"4,516",Belly
20171228,No Limit REMIX,A$AP Rocky,"4,516",Belly
20171228,No Limit REMIX,French Montana,"4,516",Belly
20171228,No Limit REMIX,Juicy J,"4,516",Belly
20170512,You Found Me,DVBBS,"4,175",Belly
20190510,Liquide,Niska,"8,606,044",Shay
20160910,PMW,,"4,601,927",Shay
20170204,Thibaut Courtois,,"3,264,522",Shay
20190222,Notif,,"2,511,849",Shay
20170403,Ivre,Benash,"2,390,506",Shay
20170403,Ivre,Damso,"2,390,506",Shay
20180629,Pim pom,Jul,"2,279,973",Shay
20161202,Cabeza,,"869,562",Shay
20190111,Cocorico,,"794,749",Shay
20190510,Ich Liebe Dich,,"655,057",Shay
20181130,Jolie,,"501,612",Shay
20190510,Coeur Wanted,,"377,395",Shay
20190510,Désillusions,,"317,210",Shay
20190510,Amour & désastres,,"274,776",Shay
20190510,Même pas bonne,,"269,708",Shay
20161007,Biche,,"217,879",Shay
20190510,Pleurer,,"96,089",Shay
20190510,Oh oui,,"90,636",Shay
20190510,Villa,,"88,901",Shay
20190510,Prends ton time,,"53,241",Shay
20190510,BXL,,"46,402",Shay
20161202,La go,,"17,601",Shay
20161202,Dernier,,"16,748",Shay
20161202,Mon dealeur,,"16,340",Shay
20150821,New Thang,,"27,179,116",Redfoo
20160601,Where The Sun Goes,Stevie Wonder,"638,435",Redfoo
20150430,Juicy Wiggle,,"141,228",Redfoo
20141107,New Thang (The Works & Redfoo Remix),,"53,662",Redfoo
20160115,Lights Out,,"4,541",Redfoo
20151113,WTF (Where They From),Pharrell Williams,"8,884,252",Missy Elliott
20190322,Tempo,Lizzo,"7,616,482",Missy Elliott
20180817,borderline,Ariana Grande,"6,713,326",Missy Elliott
20150206,Get Ur Freak On,,"1,023,269",Missy Elliott
20160422,Strive,A$AP Ferg,"956,589",Missy Elliott
20150303,Take Ü There,Jack Ü,"767,489",Missy Elliott
20150303,Take Ü There,Skrillex,"767,489",Missy Elliott
20150303,Take Ü There,Diplo,"767,489",Missy Elliott
20150303,Take Ü There,Kiesza,"767,489",Missy Elliott
20150205,Work It,,"611,045",Missy Elliott
20161013,"One, Two Step",Ciara,"271,767",Missy Elliott
20190823,Throw It Back,,"253,106",Missy Elliott
20150202,Lose Control,Ciara,"188,469",Missy Elliott
20150202,Lose Control,Fatman Scoop,"188,469",Missy Elliott
20160527,Not That Kinda Girl,Fifth Harmony,"173,750",Missy Elliott
20160212,Pep Rally,,"161,985",Missy Elliott
20181116,"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott]",Keala Settle,"146,507",Missy Elliott
20181116,"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott]",Kesha,"146,507",Missy Elliott
20180111,Bomb Intro / Pass That Dutch,,"84,078",Missy Elliott
20160701,"Ghostbusters (I'm Not Afraid) (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",Fall Out Boy,"19,305",Missy Elliott
20180202,Get It,Busta Rhymes,"1,395",Missy Elliott
20180202,Get It,Kelly Rowland,"1,395",Missy Elliott
20180525,A$AP Forever REMIX,A$AP Rocky,"7,738,813",Kid Cudi
20180525,A$AP Forever REMIX,Moby,"7,738,813",Kid Cudi
20180525,A$AP Forever REMIX,T.I.,"7,738,813",Kid Cudi
20161217,Baptized In Fire,Travis Scott,"5,308,120",Kid Cudi
20200110,A Sweeter Place,Selena Gomez,"5,291,134",Kid Cudi
20190426,Dangerous,ScHoolboy Q,"2,343,579",Kid Cudi
20161216,By Design,Andre Benjamin,"1,298,245",Kid Cudi
20161216,Swim In The Light,,"1,167,010",Kid Cudi
20181012,LOST,Quavo,"924,627",Kid Cudi
20161007,Surfin',Pharrell Williams,"439,738",Kid Cudi
20161216,Frequency,,"430,787",Kid Cudi
20161216,Rose Golden,Willow,"364,047",Kid Cudi
20150307,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),MGMT,"243,354",Kid Cudi
20150307,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Ratatat,"243,354",Kid Cudi
20161216,Releaser,,"194,263",Kid Cudi
20161216,All In,,"182,659",Kid Cudi
20161216,ILLusions,,"173,180",Kid Cudi
20191231,Memories,David Guetta,"168,089",Kid Cudi
20170928,Day 'N' Nite - Crookers Remix,Crookers,"152,211",Kid Cudi
20180322,Day 'N' Nite (nightmare),,"64,875",Kid Cudi
20171231,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),MGMT,"42,389",Kid Cudi
20171231,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Ratatat,"42,389",Kid Cudi
20171231,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Steve Aoki,"42,389",Kid Cudi
20151022,Pursuit Of Happiness (Nightmare),MGMT,"14,095",Kid Cudi
20151022,Pursuit Of Happiness (Nightmare),Ratatat,"14,095",Kid Cudi
20170915,Hey Baby - Remix,Lamix,"16,248,795",Blizzy
20170915,Hey Baby - Remix,Mwuana,"16,248,795",Blizzy
20170915,Hey Baby - Remix,Jireel,"16,248,795",Blizzy
20170915,Hey Baby - Remix,Elias Abbas,"16,248,795",Blizzy
20190111,Tänk noga - remix,Dree Low,"2,779,045",Blizzy
20190111,Tänk noga - remix,K27,"2,779,045",Blizzy
20190111,Tänk noga - remix,Lani Mo,"2,779,045",Blizzy
20190111,Tänk noga - remix,1.Cuz,"2,779,045",Blizzy
20190111,Tänk noga - remix,24K,"2,779,045",Blizzy
20180601,PARA - Remix,Lani Mo,"2,474,752",Blizzy
20180601,PARA - Remix,Ricky Rich,"2,474,752",Blizzy
20180601,PARA - Remix,Thrife,"2,474,752",Blizzy
20180601,PARA - Remix,Dree Low,"2,474,752",Blizzy
20180601,PARA - Remix,Nathan K,"2,474,752",Blizzy
20180509,One In A Milli,,"1,374,777",Blizzy
20180518,Onda ögat,Kapten Röd,"1,104,556",Blizzy
20180817,Hon e redo,Hasti B,"760,704",Blizzy
20180817,Hon e redo,Elias Abbas,"760,704",Blizzy
20180817,Hon e redo,K27,"760,704",Blizzy
20180817,Hon e redo,Mwuana,"760,704",Blizzy
20171110,För laxen,Dree Low,"269,394",Blizzy
20171110,För laxen,Z.E,"269,394",Blizzy
20190823,Heisenberg,K27,"265,980",Blizzy
20190426,La Vida,,"182,890",Blizzy
20180302,Hon Få Mig - Remix,Fricky,"178,157",Blizzy
20180302,Hon Få Mig - Remix,Ozzy,"178,157",Blizzy
20180302,Hon Få Mig - Remix,Leslie Tay,"178,157",Blizzy
20170717,Bad girl,,"148,372",Blizzy
20170526,Diva (Remix),Denz,"133,735",Blizzy
20170526,Diva (Remix),Yasin,"133,735",Blizzy
20170526,Diva (Remix),Rigo,"133,735",Blizzy
20170526,Diva (Remix),Aki,"133,735",Blizzy
20170526,Diva (Remix),Dree Low,"133,735",Blizzy
20170526,Diva (Remix),Jacco,"133,735",Blizzy
20170526,Diva (Remix),Hasti B,"133,735",Blizzy
20190619,Varning,,"50,233",Blizzy
20180615,No Wahala,,"44,579",Blizzy
20190223,Tou Bem,Lhast,"7,877,877",ProfJam
20190223,Água de Coco (Prod. Lhast),,"5,713,438",ProfJam
20190329,À Vontade,Fínix MG,"4,883,131",ProfJam
20190703,Malibu,,"4,189,348",ProfJam
20171110,Pensa Bem,D.A.M.A,"1,050,399",ProfJam
20190222,Minha,,"691,540",ProfJam
20190222,À Palavra,,"429,122",ProfJam
20190222,Na Zona,,"220,960",ProfJam
20190222,O Hino,Holly,"206,971",ProfJam
20190222,Se Calhar,,"166,858",ProfJam
20190222,Caveira,,"157,904",ProfJam
20190222,Interlúdio,,"68,950",ProfJam
20180427,Gwapo,YUZI,"59,451",ProfJam
20190222,Matar o Game,,"28,266",ProfJam
20180223,Yabba,,"22,916",ProfJam
20190627,badman ting,Benji Price,"15,252",ProfJam
20190223,Mortalhas,,"7,581",ProfJam
20171119,Imagina,Valas,"2,171",ProfJam
20170109,Xamã,,"2,040",ProfJam
20151231,Man Don't Care,Giggs,"11,634,474",Jme
20160506,That's Not Me,Skepta,"8,640,941",Jme
20151113,Keep Up,KSI,"3,660,612",Jme
20151106,Say Nada - Remix,Shakka,"1,167,137",Jme
20190412,Pull Up,KSI,"522,530",Jme
20190412,Pull Up,Randolph,"522,530",Jme
20171006,Alakazam,AJ Tracey,"88,785",Jme
20171006,Alakazam,Denzel Curry,"88,785",Jme
20170113,Name Brand,Wiley,"42,214",Jme
20170113,Name Brand,Frisco,"42,214",Jme
20170113,Name Brand,J2K,"42,214",Jme
20160610,Roll Up,Marko Penn,"9,121,869",B.o.B
20150518,Hood Go Crazy,Tech N9ne,"7,382,902",B.o.B
20150518,Hood Go Crazy,2 Chainz,"7,382,902",B.o.B
20150911,Devil,Cash Cash,"2,941,327",B.o.B
20150911,Devil,Busta Rhymes,"2,941,327",B.o.B
20150911,Devil,Neon Hitch,"2,941,327",B.o.B
20141031,HeadBand,2 Chainz,"1,827,706",B.o.B
20141022,John Doe,Priscilla,"1,251,769",B.o.B
20141022,Secrets,Mary Lambert,"741,757",B.o.B
20141203,Not For Long,Trey Songz,"407,744",B.o.B
20160505,Price Tag,Jessie J,"231,320",B.o.B
20170203,Magic,Rivers Cuomo,"92,307",B.o.B
20161007,Nothin' on You,Bruno Mars,"83,325",B.o.B
20160421,Airplanes,Hayley Williams,"73,636",B.o.B
20150825,Love Life,Sevyn Streeter,"52,653",B.o.B
20170422,Show You Love,Sigala,"9,815,953",Kato
20170422,Show You Love,Hailee Steinfeld,"9,815,953",Kato
20140823,Dumt På Dig - Radio Edit,TopGunn,"6,461,519",Kato
20151106,Bitches & Booze,TopGunn,"1,913,972",Kato
20151106,Bitches & Booze,Brandon Beal,"1,913,972",Kato
20140126,Ejer Det - Edit,Specktors,"1,723,796",Kato
20140126,Ejer Det - Edit,Djämes Braun,"1,723,796",Kato
20131006,Dimitto (Let Go) - Radio Edit,Safri Duo,"1,614,177",Kato
20131006,Dimitto (Let Go) - Radio Edit,Bjørnskov,"1,614,177",Kato
20150501,Now,Mads Langer,"724,498",Kato
20160701,Live It Up,Wafande,"401,884",Kato
20180615,Motions,,"346,135",Kato
20150730,#GTFO,Brandon Beal,"243,661",Kato
20171231,Desert Walk,Outlandish,"153,297",Kato
20171231,Turn The Lights Off,Jon,"133,630",Kato
20150320,Show You Love,Sigala,"113,916",Kato
20150320,Show You Love,Grace Tither,"113,916",Kato
20140316,Ejer Det,Specktors,"92,463",Kato
20140316,Ejer Det,Djämes Braun,"92,463",Kato
20151231,Kongen Af Klubben,,"53,013",Kato
20191231,Hey Shorty (Yeah Yeah Part II),,"18,099",Kato
20190614,Always Been You,,"12,354",Kato
20171231,A Little Party Never Killed Nobody (All We Got),Fergie,"19,394,629",Q-Tip
20171231,A Little Party Never Killed Nobody (All We Got),GoonRock,"19,394,629",Q-Tip
20200117,Yah Yah,Eminem,"2,140,639",Q-Tip
20200117,Yah Yah,"Royce Da 5'9""","2,140,639",Q-Tip
20200117,Yah Yah,Black Thought,"2,140,639",Q-Tip
20200117,Yah Yah,Denaun,"2,140,639",Q-Tip
20141118,Meltdown,Stromae,"447,741",Q-Tip
20141118,Meltdown,Lorde,"447,741",Q-Tip
20141118,Meltdown,Pusha T,"447,741",Q-Tip
20141118,Meltdown,HAIM,"447,741",Q-Tip
20140202,Thank You,Busta Rhymes,"353,711",Q-Tip
20140202,Thank You,Kanye West,"353,711",Q-Tip
20140202,Thank You,Lil Wayne,"353,711",Q-Tip
20150509,Wolke 4,Philipp Dittberner,"18,199,146",Marv
20160813,In deiner kleinen Welt - Marv Edit,Philipp Dittberner,"3,748,774",Marv
20150213,My Nigga,YG,"18,467,422",Jeezy
20150213,My Nigga,Rich Homie Quan,"18,467,422",Jeezy
20171215,American Dream,J. Cole,"1,633,638",Jeezy
20171215,American Dream,Kendrick Lamar,"1,633,638",Jeezy
20170318,Dead Presidents,Rick Ross,"1,208,660",Jeezy
20170318,Dead Presidents,Future,"1,208,660",Jeezy
20170318,Dead Presidents,Yo Gotti,"1,208,660",Jeezy
20190517,Big Boy Talk,DJ Khaled,"579,248",Jeezy
20190517,Big Boy Talk,Rick Ross,"579,248",Jeezy
20151023,Sweet Life,Janelle Monáe,"37,762",Jeezy
20170421,Kill Jill,Big Boi,"4,506",Jeezy
20170421,Kill Jill,Killer Mike,"4,506",Jeezy
20191026,Use This Gospel,Kanye West,"21,499,342",Clipse
20191026,Use This Gospel,Kenny G,"21,499,342",Clipse
20190726,RNP,Anderson .Paak,"11,369,410",YBN Cordae
20190727,Broke As Fuck,,"3,567,647",YBN Cordae
20190510,Mama/Show Love,Logic,"2,834,205",YBN Cordae
20180728,Kung Fu,,"1,494,564",YBN Cordae
20181116,Tout ce que je sais,Orelsan,"1,178,498",YBN Cordae
20190309,Have Mercy,,"439,998",YBN Cordae
20190621,Bad Idea,Chance the Rapper,"253,078",YBN Cordae
20190208,BLACKJACK,Aminé,"247,238",YBN Cordae
20170525,Moments,Gavin James,"20,649,375",Bliss n Eso
20161014,Dopamine,,"463,845",Bliss n Eso
20161209,Friend Like You,,"160,866",Bliss n Eso
20170428,Coolin',Dizzy Wright,"29,799",Bliss n Eso
20170428,Coolin',Rob Curly,"29,799",Bliss n Eso
20151119,Addicted,,"7,684",Bliss n Eso
20190809,Outro Dia,A Banca Records,"20,545,931",Black
20190809,Outro Dia,Mazin,"20,545,931",Black
20190705,Outro Dia,A Banca Records,"546,010",Black
20190705,Outro Dia,Lourena,"546,010",Black
20190705,Outro Dia,Azzy,"546,010",Black
20190705,Outro Dia,Mazin,"546,010",Black
20180623,Zusammen feat. Clueso,Clueso,"20,861,367",Die Fantastischen Vier
20141025,25,Don Snow aka Jonn Savannah,"100,422",Die Fantastischen Vier
20141028,Und Los,,"88,309",Die Fantastischen Vier
20161111,Eines Tages,,"33,715",Die Fantastischen Vier
20151030,Angels,Chance the Rapper,"19,180,166",Saba
20190705,Sacrifices,Dreamville,"1,795,642",Saba
20190705,Sacrifices,EARTHGANG,"1,795,642",Saba
20190705,Sacrifices,J. Cole,"1,795,642",Saba
20190705,Sacrifices,Smino,"1,795,642",Saba
20161104,Crazy Brazy,A$AP Mob,"18,584,094",A$AP Twelvyy
20161104,Crazy Brazy,A$AP Rocky,"18,584,094",A$AP Twelvyy
20161104,Crazy Brazy,KEY,"18,584,094",A$AP Twelvyy
20170825,Walk On Water,A$AP Mob,"1,291,894",A$AP Twelvyy
20170825,Walk On Water,A$AP ANT,"1,291,894",A$AP Twelvyy
20170825,Walk On Water,A$AP Nast,"1,291,894",A$AP Twelvyy
20170825,Walk On Water,A$AP Ferg,"1,291,894",A$AP Twelvyy
20170825,Walk On Water,Playboi Carti,"1,291,894",A$AP Twelvyy
20170825,Feels So Good,A$AP Mob,"513,195",A$AP Twelvyy
20170825,Feels So Good,A$AP Ferg,"513,195",A$AP Twelvyy
20170825,Feels So Good,A$AP Nast,"513,195",A$AP Twelvyy
20170825,Feels So Good,A$AP Rocky,"513,195",A$AP Twelvyy
20170825,Bahamas,A$AP Mob,"230,697",A$AP Twelvyy
20170825,Bahamas,A$AP Rocky,"230,697",A$AP Twelvyy
20170825,Bahamas,A$AP Ferg,"230,697",A$AP Twelvyy
20170825,Bahamas,Lil Yachty,"230,697",A$AP Twelvyy
20170825,Bahamas,KEY,"230,697",A$AP Twelvyy
20170825,Bahamas,ScHoolboy Q,"230,697",A$AP Twelvyy
20170825,Bahamas,Smooky MarGielaa,"230,697",A$AP Twelvyy
20170825,FYBR (First Year Being Rich),A$AP Mob,"201,300",A$AP Twelvyy
20170825,FYBR (First Year Being Rich),A$AP Rocky,"201,300",A$AP Twelvyy
20170825,FYBR (First Year Being Rich),A$AP ANT,"201,300",A$AP Twelvyy
20170825,FYBR (First Year Being Rich),A$AP Ferg,"201,300",A$AP Twelvyy
20170825,FYBR (First Year Being Rich),KEY,"201,300",A$AP Twelvyy
20170825,FYBR (First Year Being Rich),Playboi Carti,"201,300",A$AP Twelvyy
20161101,Young N***a Living,A$AP Mob,"119,868",A$AP Twelvyy
20161101,Young N***a Living,A$AP Ferg,"119,868",A$AP Twelvyy
20161101,Young N***a Living,A$AP ANT,"119,868",A$AP Twelvyy
20190214,Longtemps,,"5,648,429",Amir
20160515,J'ai cherché,,"5,529,941",Amir
20171108,No Vacancy,OneRepublic,"5,009,546",Amir
20171224,États d'amour,,"2,557,874",Amir
20170128,On dirait,,"455,521",Amir
20160519,Looking for You - Bonus Track,,"2,367",Amir
20180810,Comme Les Oiseaux,Ishay Ribo,"1,439",Amir
20160826,Africa - Radio Version,BACALL,"16,751,035",Malo
20161111,Made Of Stone,BACALL,"2,198,907",Malo
20161111,Made Of Stone,Prince Osito,"2,198,907",Malo
20171020,Zone,Orelsan,"8,283,843",Dizzee Rascal
20171020,Zone,Nekfeu,"8,283,843",Dizzee Rascal
20160624,Hype,Calvin Harris,"3,556,412",Dizzee Rascal
20130707,Wild - UK Version,Jessie J,"2,068,824",Dizzee Rascal
20130707,Wild - UK Version,Big Sean,"2,068,824",Dizzee Rascal
20160305,How Love Begins - Hardcore Will Never Die Edit,DJ Fresh,"1,192,205",Dizzee Rascal
20160305,How Love Begins - Hardcore Will Never Die Edit,High Contrast,"1,192,205",Dizzee Rascal
20181005,Don't Gas Me,,"820,628",Dizzee Rascal
20180907,Money Right,Skepta,"811,442",Dizzee Rascal
20171231,Dance Wiv Me,Calvin Harris,"567,189",Dizzee Rascal
20171231,Dance Wiv Me,Chrome,"567,189",Dizzee Rascal
20130707,Goin' Crazy,Robbie Williams,"414,997",Dizzee Rascal
20191231,Bonkers,Armand Van Helden,"337,262",Dizzee Rascal
20180419,Holiday,Laidback Luke,"288,842",Dizzee Rascal
20170525,Holiday,,"250,527",Dizzee Rascal
20180707,Shout,Shout for England,"100,177",Dizzee Rascal
20180707,Shout,James Corden,"100,177",Dizzee Rascal
20170616,Space,,"95,856",Dizzee Rascal
20180727,Fica Tudo Bem,Anitta,"18,381,137",Silva
20151106,Eu Sempre Quis,,"2,808",Silva
20190726,Old Town Road,Lil Nas X,"14,616,536",RM
20190726,Old Town Road,BTS,"14,616,536",RM
20181023,seoul (prod. HONNE),,"1,204,568",RM
20200107,WINTER FLOWER(Feat.RM),Younha,"802,928",RM
20181023,tokyo,,"334,069",RM
20181023,moonchild,,"263,819",RM
20181023,forever rain,,"255,212",RM
20181023,everythingoes,NELL,"208,055",RM
20171215,Champion - Remix,Fall Out Boy,"207,593",RM
20181023,uhgood,,"202,751",RM
20181023,badbye,eAeon,"202,210",RM
20190327,Crying Over You ◐,HONNE,"30,997",RM
20190327,Crying Over You ◐,BEKA,"30,997",RM
20171027,Road,Bruno Martini,"11,405,583",Timbaland
20171027,Road,Johnny Franco,"11,405,583",Timbaland
20180205,SexyBack,Justin Timberlake,"2,204,217",Timbaland
20180803,Too Much,ZAYN,"1,846,919",Timbaland
20171117,Move Your Body,Wisin,"1,240,596",Timbaland
20171117,Move Your Body,Bad Bunny,"1,240,596",Timbaland
20171109,Promiscuous,Nelly Furtado,"642,234",Timbaland
20171231,The Way I Are,Keri Hilson,"470,324",Timbaland
20171231,The Way I Are,D.O.E.,"470,324",Timbaland
20161104,Dust My Shoulders Off,Jane Zhang,"169,752",Timbaland
20170105,Apologize,OneRepublic,"115,187",Timbaland
20180519,Mi Declaración,Maluma,"58,525",Timbaland
20180519,Mi Declaración,Sid,"58,525",Timbaland
20170105,Ayo Technology,50 Cent,"32,893",Timbaland
20170105,Ayo Technology,Justin Timberlake,"32,893",Timbaland
20161209,BODY,Eric Nam,"2,619",Timbaland
20160915,Chill Bill REMIX,Rob $tone,"6,117,711",Denzel Curry
20160915,Chill Bill REMIX,DRAM,"6,117,711",Denzel Curry
20160915,Chill Bill REMIX,Cousin Stizz,"6,117,711",Denzel Curry
20190531,RICKY,,"2,217,297",Denzel Curry
20160923,Ultimate,,"2,013,798",Denzel Curry
20180727,CLOUT COBAIN | CLOUT CO13A1N,,"2,012,457",Denzel Curry
20191213,What I Please,Smokepurpp,"1,897,382",Denzel Curry
20190809,Running the Streets,Rick Ross,"1,593,413",Denzel Curry
20190809,Running the Streets,A Boogie Wit da Hoodie,"1,593,413",Denzel Curry
20190531,SPEEDBOAT,,"368,563",Denzel Curry
20190531,AUTOMATIC,Tay Keith,"367,261",Denzel Curry
20190531,ZUU,,"325,408",Denzel Curry
20190531,WISH Feat. Kiddo Marv,Kiddo Marv,"256,998",Denzel Curry
20191115,Tokyo Drifting,Glass Animals,"253,132",Denzel Curry
20190531,BIRDZ Feat. Rick Ross,Rick Ross,"252,972",Denzel Curry
20171006,Alakazam,AJ Tracey,"88,785",Denzel Curry
20171006,Alakazam,Jme,"88,785",Denzel Curry
20180625,I Know You,Lil Skies,"16,591,276",Yung Pinch
20181116,Empresario,Khea,"1,130,902",Yung Pinch
20200103,Beach Ballin',blackbear,"10,148",Yung Pinch
20160512,No Diggity,Blackstreet,"6,992,183",Dr. Dre
20160512,No Diggity,Queen Pen,"6,992,183",Dr. Dre
20180329,Still D.R.E.,Snoop Dogg,"5,358,963",Dr. Dre
20150822,The Next Episode,Snoop Dogg,"3,212,655",Dr. Dre
20170825,No Diggity,Blackstreet,"1,512,812",Dr. Dre
20151009,Don't Trip,The Game,"214,683",Dr. Dre
20151009,Don't Trip,Ice Cube,"214,683",Dr. Dre
20151009,Don't Trip,will.i.am,"214,683",Dr. Dre
20170617,California Love - Original Version,2Pac,"208,001",Dr. Dre
20170617,California Love - Original Version,Roger,"208,001",Dr. Dre
20160714,Forgot About Dre,Eminem,"83,219",Dr. Dre
20170302,California Love - Original Version (Explicit),2Pac,"82,210",Dr. Dre
20170302,California Love - Original Version (Explicit),Roger,"82,210",Dr. Dre
20160310,What's The Difference,Eminem,"32,663",Dr. Dre
20160310,What's The Difference,Xzibit,"32,663",Dr. Dre
20191011,Brothers,Lil Tjay,"8,683,654",Lil Durk
20181005,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Lil Baby,"6,978,418",Lil Durk
20181005,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Gunna,"6,978,418",Lil Durk
20181005,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),NAV,"6,978,418",Lil Durk
20191115,Last Name,Future,"474,093",Lil Durk
20190322,Time Piece,NAV,"439,198",Lil Durk
20191206,Moonwalkin,Roddy Ricch,"284,555",Lil Durk
20190802,Die Slow,21 Savage,"282,640",Lil Durk
20150603,Like Me,Jeremih,"231,647",Lil Durk
20141023,On fait pas ça,Lacrim,"137,993",Lil Durk
20200117,Pasos Al Costado,NA,"16,713,892",Turf
20160317,Kurt Cobain,NA,"290,018",Turf
20160713,La Canción del Supermercado,NA,"9,962",Turf
20180801,6:30,NSG,"12,707,072",Geko
20180119,Yo Darlin',NSG,"1,542,865",Geko
20190412,New Money - Geko x French Montana x Ay Em,French Montana,"1,522,906",Geko
20190412,New Money - Geko x French Montana x Ay Em,Ay Em,"1,522,906",Geko
20191122,Link Up - Geko x Stefflon Don x Deno x Dappy,Stefflon Don,"414,168",Geko
20191122,Link Up - Geko x Stefflon Don x Deno x Dappy,Deno,"414,168",Geko
20191122,Link Up - Geko x Stefflon Don x Deno x Dappy,Dappy,"414,168",Geko
20190726,Bad & Bouije,AJ,"388,821",Geko
20190726,Bad & Bouije,Ard Adz,"388,821",Geko
20190726,Bad & Bouije,Koomz,"388,821",Geko
20181026,Will Smith,Not3s,"356,943",Geko
20160223,X Gon' Give It To Ya,,"15,577,085",DMX
20171225,Rudolph the Rednose Reindeer,Divine Bars,"962,887",DMX
20150321,Where The Hood At,,"2,313",DMX
20150313,Psycho,NA,"3,473,692",Muse
20150610,Dead Inside,NA,"2,532,077",Muse
20150610,Mercy,NA,"2,042,108",Muse
20161103,Madness,NA,"1,939,096",Muse
20150609,Reapers,NA,"1,019,225",Muse
20180216,Thought Contagion,NA,"868,320",Muse
20170519,Dig Down,NA,"671,514",Muse
20180720,Something Human,NA,"633,066",Muse
20150609,Defector,NA,"523,670",Muse
20150608,The Handler,NA,"412,942",Muse
20180928,Pressure,NA,"289,397",Muse
